path,extension,is_folder,size,last_modified,created_time,is_container,contents,within_container,parent_object,Office_last_mod_time,Office_last_mod_by,XLS_num_sheets,PDF_num_pages,PDF_layout,MP3_track title,MP3_artist,MP3_duration,AUD_bitrate,IMG_size,IMG_dpi,IMG_device
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-14 414 The Laughing Matter - Ep 4.mp3,.mp3,False,13671,Mon Oct  7 20:18:12 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-14 414 The Laughing Matter - Ep 4.png,.png,False,35,Mon Oct  7 20:17:47 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-14 414 The Laughing Matter - Ep 4_spectrogram.png,.png,False,196,Mon Oct  7 20:17:48 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-15 415 The Laughing Matter - Ep 5.afpk,.afpk,False,152,Mon Oct  7 20:17:48 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-15 415 The Laughing Matter - Ep 5.mp3,.mp3,False,13670,Mon Oct  7 20:18:09 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-15 415 The Laughing Matter - Ep 5.png,.png,False,35,Mon Oct  7 20:18:04 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-15 415 The Laughing Matter - Ep 5_spectrogram.png,.png,False,200,Mon Oct  7 20:18:05 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-18 416 The Pearling Matter - Ep 1.afpk,.afpk,False,152,Mon Oct  7 20:18:06 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-18 416 The Pearling Matter - Ep 1.mp3,.mp3,False,13753,Mon Oct  7 20:18:26 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-18 416 The Pearling Matter - Ep 1.png,.png,False,36,Mon Oct  7 20:18:07 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-18 416 The Pearling Matter - Ep 1_spectrogram.png,.png,False,189,Mon Oct  7 20:18:07 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-19 417 The Pearling Matter - Ep 2.afpk,.afpk,False,155,Mon Oct  7 20:18:07 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-19 417 The Pearling Matter - Ep 2.mp3,.mp3,False,13713,Mon Oct  7 20:18:29 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-19 417 The Pearling Matter - Ep 2.png,.png,False,37,Mon Oct  7 20:18:08 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-19 417 The Pearling Matter - Ep 2_spectrogram.png,.png,False,200,Mon Oct  7 20:18:09 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-20 418 The Pearling Matter - Ep 3.afpk,.afpk,False,151,Mon Oct  7 20:18:09 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-20 418 The Pearling Matter - Ep 3.mp3,.mp3,False,13697,Mon Oct  7 20:18:34 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-20 418 The Pearling Matter - Ep 3.png,.png,False,36,Mon Oct  7 20:18:10 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-20 418 The Pearling Matter - Ep 3_spectrogram.png,.png,False,195,Mon Oct  7 20:18:11 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-21 419 The Pearling Matter - Ep 4.afpk,.afpk,False,151,Mon Oct  7 20:18:12 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-21 419 The Pearling Matter - Ep 4.mp3,.mp3,False,13666,Mon Oct  7 20:18:33 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-21 419 The Pearling Matter - Ep 4.png,.png,False,36,Mon Oct  7 20:18:13 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-21 419 The Pearling Matter - Ep 4_spectrogram.png,.png,False,201,Mon Oct  7 20:18:16 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-22 420 The Pearling Matter - Ep 5.afpk,.afpk,False,147,Mon Oct  7 20:18:17 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-22 420 The Pearling Matter - Ep 5.mp3,.mp3,False,13714,Mon Oct  7 20:18:51 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-22 420 The Pearling Matter - Ep 5.png,.png,False,34,Mon Oct  7 20:18:26 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-22 420 The Pearling Matter - Ep 5_spectrogram.png,.png,False,203,Mon Oct  7 20:18:27 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-25 421 The Long Shot Matter - Ep 1.afpk,.afpk,False,146,Mon Oct  7 20:18:28 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-25 421 The Long Shot Matter - Ep 1.mp3,.mp3,False,13708,Mon Oct  7 20:18:49 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-25 421 The Long Shot Matter - Ep 1.png,.png,False,36,Mon Oct  7 20:18:31 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-25 421 The Long Shot Matter - Ep 1_spectrogram.png,.png,False,200,Mon Oct  7 20:18:31 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-26 422 The Long Shot Matter - Ep 2.afpk,.afpk,False,152,Mon Oct  7 20:18:32 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-26 422 The Long Shot Matter - Ep 2.mp3,.mp3,False,13631,Mon Oct  7 20:19:01 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-26 422 The Long Shot Matter - Ep 2.png,.png,False,36,Mon Oct  7 20:18:34 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-26 422 The Long Shot Matter - Ep 2_spectrogram.png,.png,False,194,Mon Oct  7 20:18:35 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-27 423 The Long Shot Matter - Ep 3.afpk,.afpk,False,151,Mon Oct  7 20:18:35 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-27 423 The Long Shot Matter - Ep 3.mp3,.mp3,False,13687,Mon Oct  7 20:18:49 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-27 423 The Long Shot Matter - Ep 3.png,.png,False,37,Mon Oct  7 20:18:35 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-27 423 The Long Shot Matter - Ep 3_spectrogram.png,.png,False,190,Mon Oct  7 20:18:37 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-28 424 The Long Shot Matter - Ep 4.afpk,.afpk,False,150,Mon Oct  7 20:18:39 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-28 424 The Long Shot Matter - Ep 4.mp3,.mp3,False,13696,Mon Oct  7 20:19:02 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-28 424 The Long Shot Matter - Ep 4.png,.png,False,37,Mon Oct  7 20:18:50 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-28 424 The Long Shot Matter - Ep 4_spectrogram.png,.png,False,190,Mon Oct  7 20:18:50 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-29 425 The Long Shot Matter - Ep 5.afpk,.afpk,False,157,Mon Oct  7 20:18:51 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-29 425 The Long Shot Matter - Ep 5.mp3,.mp3,False,13680,Mon Oct  7 20:19:13 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-29 425 The Long Shot Matter - Ep 5.png,.png,False,36,Mon Oct  7 20:18:51 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-06-29 425 The Long Shot Matter - Ep 5_spectrogram.png,.png,False,190,Mon Oct  7 20:18:51 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-02 426 The Midas Touch Matter - Ep 1.afpk,.afpk,False,158,Mon Oct  7 20:18:53 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-02 426 The Midas Touch Matter - Ep 1.mp3,.mp3,False,13703,Mon Oct  7 20:19:07 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-02 426 The Midas Touch Matter - Ep 1.png,.png,False,37,Mon Oct  7 20:18:54 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-02 426 The Midas Touch Matter - Ep 1_spectrogram.png,.png,False,191,Mon Oct  7 20:18:55 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-03 427 The Midas Touch Matter - Ep 2.afpk,.afpk,False,155,Mon Oct  7 20:18:56 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-03 427 The Midas Touch Matter - Ep 2.mp3,.mp3,False,13683,Mon Oct  7 20:19:12 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-03 427 The Midas Touch Matter - Ep 2.png,.png,False,36,Mon Oct  7 20:19:02 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-03 427 The Midas Touch Matter - Ep 2_spectrogram.png,.png,False,191,Mon Oct  7 20:19:03 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-04 428 The Midas Touch Matter - Ep 3.afpk,.afpk,False,153,Mon Oct  7 20:19:04 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-04 428 The Midas Touch Matter - Ep 3.mp3,.mp3,False,13676,Mon Oct  7 20:19:17 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-04 428 The Midas Touch Matter - Ep 3.png,.png,False,36,Mon Oct  7 20:19:05 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-04 428 The Midas Touch Matter - Ep 3_spectrogram.png,.png,False,197,Mon Oct  7 20:19:07 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-05 429 The Midas Touch Matter - Ep 4.afpk,.afpk,False,152,Mon Oct  7 20:19:08 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-05 429 The Midas Touch Matter - Ep 4.mp3,.mp3,False,13700,Mon Oct  7 20:19:20 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-05 429 The Midas Touch Matter - Ep 4.png,.png,False,36,Mon Oct  7 20:19:09 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-05 429 The Midas Touch Matter - Ep 4_spectrogram.png,.png,False,195,Mon Oct  7 20:19:10 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-06 430 The Midas Touch Matter - Ep 5.afpk,.afpk,False,159,Mon Oct  7 20:19:11 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-06 430 The Midas Touch Matter - Ep 5.mp3,.mp3,False,13724,Mon Oct  7 20:19:33 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-06 430 The Midas Touch Matter - Ep 5.png,.png,False,36,Mon Oct  7 20:19:13 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-06 430 The Midas Touch Matter - Ep 5_spectrogram.png,.png,False,199,Mon Oct  7 20:19:14 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-09 431 The Shady Lane Matter - Ep 1.afpk,.afpk,False,151,Mon Oct  7 20:19:14 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-09 431 The Shady Lane Matter - Ep 1.mp3,.mp3,False,13659,Mon Oct  7 20:19:34 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-09 431 The Shady Lane Matter - Ep 1.png,.png,False,36,Mon Oct  7 20:19:15 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-09 431 The Shady Lane Matter - Ep 1_spectrogram.png,.png,False,197,Mon Oct  7 20:19:17 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-10 432 The Shady Lane Matter - Ep 2.afpk,.afpk,False,148,Mon Oct  7 20:19:18 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-10 432 The Shady Lane Matter - Ep 2.mp3,.mp3,False,13685,Mon Oct  7 20:19:35 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-10 432 The Shady Lane Matter - Ep 2.png,.png,False,35,Mon Oct  7 20:19:19 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-10 432 The Shady Lane Matter - Ep 2_spectrogram.png,.png,False,196,Mon Oct  7 20:19:21 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-11 433 The Shady Lane Matter - Ep 3.afpk,.afpk,False,149,Mon Oct  7 20:19:21 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-11 433 The Shady Lane Matter - Ep 3.mp3,.mp3,False,13687,Mon Oct  7 20:19:38 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-11 433 The Shady Lane Matter - Ep 3.png,.png,False,36,Mon Oct  7 20:19:22 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-11 433 The Shady Lane Matter - Ep 3_spectrogram.png,.png,False,195,Mon Oct  7 20:19:23 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-12 434 The Shady Lane Matter - Ep 4.afpk,.afpk,False,150,Mon Oct  7 20:19:25 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-12 434 The Shady Lane Matter - Ep 4.mp3,.mp3,False,13690,Mon Oct  7 20:19:48 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-12 434 The Shady Lane Matter - Ep 4.png,.png,False,36,Mon Oct  7 20:19:34 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-12 434 The Shady Lane Matter - Ep 4_spectrogram.png,.png,False,189,Mon Oct  7 20:19:35 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-13 435 The Shady Lane Matter - Ep 5.afpk,.afpk,False,143,Mon Oct  7 20:19:35 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-13 435 The Shady Lane Matter - Ep 5.mp3,.mp3,False,13628,Mon Oct  7 20:19:47 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-13 435 The Shady Lane Matter - Ep 5.png,.png,False,35,Mon Oct  7 20:19:36 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-13 435 The Shady Lane Matter - Ep 5_spectrogram.png,.png,False,191,Mon Oct  7 20:19:36 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-16 436 The Star of Capetown Matter - Ep 1.afpk,.afpk,False,148,Mon Oct  7 20:19:39 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-16 436 The Star of Capetown Matter - Ep 1.mp3,.mp3,False,13666,Mon Oct  7 20:20:03 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-16 436 The Star of Capetown Matter - Ep 1.png,.png,False,35,Mon Oct  7 20:19:39 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-16 436 The Star of Capetown Matter - Ep 1_spectrogram.png,.png,False,196,Mon Oct  7 20:19:41 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-17 437 The Star of Capetown Matter - Ep 2.afpk,.afpk,False,145,Mon Oct  7 20:19:41 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-17 437 The Star of Capetown Matter - Ep 2.mp3,.mp3,False,13630,Mon Oct  7 20:20:04 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-17 437 The Star of Capetown Matter - Ep 2.png,.png,False,36,Mon Oct  7 20:19:42 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-17 437 The Star of Capetown Matter - Ep 2_spectrogram.png,.png,False,199,Mon Oct  7 20:19:43 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-18 438 The Star of Capetown Matter - Ep 3.afpk,.afpk,False,157,Mon Oct  7 20:19:44 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-18 438 The Star of Capetown Matter - Ep 3.mp3,.mp3,False,13745,Mon Oct  7 20:20:10 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-18 438 The Star of Capetown Matter - Ep 3.png,.png,False,38,Mon Oct  7 20:19:48 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-18 438 The Star of Capetown Matter - Ep 3_spectrogram.png,.png,False,193,Mon Oct  7 20:19:50 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-19 439 The Star of Capetown Matter - Ep 4.afpk,.afpk,False,150,Mon Oct  7 20:19:50 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-19 439 The Star of Capetown Matter - Ep 4.mp3,.mp3,False,13740,Mon Oct  7 20:20:27 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-19 439 The Star of Capetown Matter - Ep 4.png,.png,False,36,Mon Oct  7 20:19:52 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-19 439 The Star of Capetown Matter - Ep 4_spectrogram.png,.png,False,201,Mon Oct  7 20:19:53 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-20 440 The Star of Capetown Matter - Ep 5.afpk,.afpk,False,151,Mon Oct  7 20:19:55 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-20 440 The Star of Capetown Matter - Ep 5.mp3,.mp3,False,13679,Mon Oct  7 20:20:17 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-20 440 The Star of Capetown Matter - Ep 5.png,.png,False,36,Mon Oct  7 20:20:05 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-20 440 The Star of Capetown Matter - Ep 5_spectrogram.png,.png,False,210,Mon Oct  7 20:20:06 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-23 441 The Open Town Matter - Ep 1.afpk,.afpk,False,150,Mon Oct  7 20:20:06 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-23 441 The Open Town Matter - Ep 1.mp3,.mp3,False,13674,Mon Oct  7 20:20:16 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-07-23 441 The Open Town Matter - Ep 1.png,.png,False,37,Mon Oct  7 20:20:08 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
